#t(a.u.)         c11(t)         c12(t)         c22(t)          decay
   443.2       0.143972      -0.133851      -0.474492    2.24702e-07
   443.3       0.262481      -0.753512        2.37734    2.23155e-07
   443.4       0.326459       -1.03503         3.6654    2.21618e-07
   443.5       0.323552       -1.06919        3.00351    2.20091e-07
   443.6       0.259785      -0.965301        3.49801    2.18575e-07
   443.7       0.127747      -0.507549         2.2635    2.17069e-07
   443.8     -0.0138029      -0.169411        1.45459    2.15573e-07
   443.9      -0.172947       0.253481        1.18463    2.14086e-07
     444      -0.369556        1.39433       -5.62033     2.1261e-07
   444.1      -0.422069        1.93725       -10.0704    2.11144e-07
   444.2      -0.219341        1.10227       -6.66534    2.09687e-07
   444.3       0.139642      -0.660205        3.75903     2.0824e-07
   444.4       0.410386       -1.81845        9.50192    2.06803e-07
   444.5       0.456022       -1.43639         3.3086    2.05375e-07
   444.6       0.435952       -1.11326         1.6162    2.03957e-07
   444.7       0.439558       -1.34224        3.51964    2.02548e-07
   444.8       0.397449       -1.46712        4.18235    2.01149e-07
   444.9       0.258065       -1.35258        6.64784    1.99759e-07
     445     -0.0345446      -0.363806         3.0684    1.98378e-07
   445.1      -0.407169         1.1456       -3.44593    1.97007e-07
   445.2      -0.685737        2.29407       -8.91095    1.95645e-07
   445.3      -0.725021        2.26776       -9.21485    1.94291e-07
   445.4      -0.565796        1.18807       -1.66282    1.92947e-07
   445.5      -0.426604       0.653812        1.94959    1.91612e-07
   445.6      -0.372865        1.10088       -3.43823    1.90286e-07
   445.7      -0.238681         1.0936        -6.4388    1.88969e-07
   445.8      0.0649707     -0.0813943      -0.587555    1.87661e-07
   445.9       0.412666        -1.4328        4.09327    1.86361e-07
     446       0.667358       -2.76803         13.385     1.8507e-07
   446.1       0.616732       -2.42397          9.333    1.83788e-07
   446.2       0.290861       -1.05426        6.54532    1.82514e-07
   446.3      -0.175031        1.54737       -10.6401    1.81249e-07
   446.4       -0.38192        2.26928       -11.8095    1.79993e-07
   446.5       -0.28057        1.37218       -5.33858    1.78744e-07
   446.6      -0.071583       0.171243        2.64775    1.77505e-07
   446.7      0.0489238   -0.000468594       0.981698    1.76273e-07
   446.8       0.130053       0.152915       -3.49313     1.7505e-07
   446.9       0.279074       -0.51407        1.05321    1.73835e-07
     447       0.416369       -1.37881        6.87682    1.72628e-07
   447.1       0.389336       -1.32875        6.51414    1.71429e-07
   447.2       0.198158      -0.322892       -1.85923    1.70239e-07
   447.3     -0.0105855       0.146025        1.74182    1.69056e-07
   447.4      -0.272243        1.50096       -7.00198    1.67881e-07
   447.5      -0.385256        1.85893       -7.18774    1.66714e-07
   447.6      -0.347048        1.69977       -6.08687    1.65556e-07
   447.7      -0.184476        1.25102       -5.58822    1.64404e-07
   447.8      0.0967039      0.0866736       0.154123    1.63261e-07
   447.9       0.378039      -0.906961        1.30175    1.62125e-07
     448       0.609919       -2.00033        5.18434    1.60997e-07
   448.1       0.671311       -2.85153        14.5142    1.59877e-07
   448.2       0.395998       -1.65056         6.7723    1.58764e-07
   448.3     -0.0350082       0.129134       -1.50337    1.57658e-07
   448.4      -0.410267        1.42238       -5.14739    1.56561e-07
   448.5      -0.619666        1.82918        -5.5966     1.5547e-07
   448.6      -0.688378        1.57031       -2.51067    1.54387e-07
   448.7      -0.736541        1.58512       -1.88947    1.53311e-07
   448.8      -0.795343        2.10449       -5.36962    1.52242e-07
   448.9      -0.757508        2.48183       -9.73757    1.51181e-07
     449      -0.487068        1.60429       -6.65602    1.50127e-07
   449.1     -0.0572164       -0.21547        2.08121     1.4908e-07
   449.2       0.286493        -1.5341        8.17784     1.4804e-07
   449.3       0.389293       -1.55302        5.96449    1.47006e-07
   449.4       0.306905      -0.824287        0.94163     1.4598e-07
   449.5       0.177894      -0.165714       -1.33022    1.44961e-07
   449.6       0.100512      -0.131845      -0.205647    1.43949e-07
   449.7      0.0332323      -0.447045        3.73922    1.42944e-07
   449.8      -0.174453       0.278096        1.40121    1.41945e-07
   449.9      -0.478151        1.97908       -7.91022    1.40953e-07
     450      -0.600518        2.94242       -15.8383    1.39968e-07
   450.1      -0.328379        1.66504       -8.48612     1.3899e-07
   450.2       0.187978      -0.933766        7.34575    1.38018e-07
   450.3       0.584936       -2.71719        14.4678    1.37053e-07
   450.4       0.632162       -2.53969        11.2262    1.36094e-07
   450.5       0.395973      -0.737254       -1.21663    1.35142e-07
   450.6       0.195845       0.236301       -5.25586    1.34196e-07
   450.7       0.134143       0.119826       -1.50424    1.33257e-07
   450.8       0.113949       0.174434       -3.86992    1.32324e-07
   450.9       0.142461      -0.674387        9.36503    1.31397e-07
     451    -0.00723679       0.725222         -7.075    1.30477e-07
   451.1     -0.0319633       0.935989       -6.84099    1.29563e-07
   451.2       0.136936      0.0710468       -2.29458    1.28655e-07
   451.3       0.383414        -1.1733        2.58382    1.27753e-07
   451.4       0.568963       -2.49778        12.6434    1.26858e-07
   451.5       0.486941       -2.11176        9.42663    1.25968e-07
   451.6       0.214912      -0.752497        1.61716    1.25085e-07
   451.7     -0.0311055       0.308972       -4.40602    1.24207e-07
   451.8      -0.117858       0.161869       -1.12047    1.23336e-07
   451.9      -0.133655       -0.63458        6.08662     1.2247e-07
     452       -0.31449      -0.276059        6.82058     1.2161e-07
   452.1      -0.688197        1.90045       -6.98808    1.20756e-07
   452.2      -0.887396        2.98895        -13.302    1.19908e-07
   452.3       -0.76424        2.14012       -5.40491    1.19066e-07
   452.4      -0.505544        1.40279       -4.85052    1.18229e-07
   452.5      -0.145879       0.264733       -2.74298    1.17399e-07
   452.6       0.256921       -1.52116        6.90797    1.16573e-07
   452.7       0.484925       -2.30557        9.96329    1.15754e-07
   452.8       0.485961       -1.99649        6.10606     1.1494e-07
   452.9       0.358747        -1.5882        4.37512    1.14131e-07
     453       0.124783       -1.08761        6.04208    1.13328e-07
   453.1      -0.240398       0.315299       -1.03868    1.12531e-07
   453.2      -0.588837        1.60446       -6.54296    1.11739e-07
   453.3      -0.799081        2.21249       -6.38811    1.10952e-07
   453.4       -0.84624        2.39797       -7.82652    1.10171e-07
   453.5      -0.692169        1.75371       -5.77008    1.09395e-07
   453.6      -0.393993       0.612013        -1.2408    1.08624e-07
   453.7     -0.0401268      -0.707636        2.66228    1.07859e-07
   453.8       0.259964       -2.17399        12.1848    1.07099e-07
   453.9       0.282499       -1.89443        10.0352    1.06344e-07
     454      0.0980099      -0.395666      -0.147829    1.05594e-07
   454.1     -0.0339425       0.555695       -5.33097    1.04849e-07
   454.2      0.0250673       0.469404       -4.60978     1.0411e-07
   454.3       0.277409      -0.764968        1.96003    1.03375e-07
   454.4       0.537697       -2.09534        9.03479    1.02646e-07
   454.5        0.61487       -2.25322        8.18374    1.01921e-07
   454.6       0.507547       -1.66192        6.37612    1.01202e-07
   454.7       0.270427      -0.219793       -2.97322    1.00487e-07
   454.8       0.132524       0.631717       -8.63376    9.97773e-08
   454.9       0.241064      -0.332341       -0.26453    9.90724e-08
     455       0.419452       -1.75423        8.31293    9.83723e-08
   455.1       0.427061       -2.13158         10.866    9.76771e-08
   455.2       0.202771       -1.02233        3.35735    9.69866e-08
   455.3     -0.0656583     -0.0183203       -1.11286    9.63008e-08
   455.4      -0.269727        0.40858      -0.961667    9.56197e-08
   455.5      -0.436956       0.797062       -1.71908    9.49433e-08
   455.6      -0.578132        1.13763       -1.91264    9.42715e-08
   455.7      -0.701846         1.6409       -3.40096    9.36043e-08
   455.8      -0.774767         2.3101       -7.62572    9.29418e-08
   455.9       -0.67477        2.20584       -9.10881    9.22837e-08
     456      -0.377683       0.988039       -4.15081    9.16302e-08
   456.1     -0.0340641      -0.477789        2.69345    9.09811e-08
   456.2        0.18499       -1.37111        6.93214    9.03366e-08
   456.3       0.196972       -1.37852        5.73359    8.96964e-08
   456.4       0.021448      -0.883701        5.92191    8.90607e-08
   456.5      -0.336881       0.934295       -3.92229    8.84293e-08
   456.6      -0.601168        2.19574       -11.0508    8.78022e-08
   456.7      -0.589941        1.40877       -2.42172    8.71795e-08
   456.8      -0.537881       0.969395       -1.08182     8.6561e-08
   456.9      -0.542209        1.12539      -0.286118    8.59468e-08
     457      -0.546011        1.74657       -7.84986    8.53368e-08
   457.1      -0.363386       0.984399       -3.91603     8.4731e-08
   457.2     -0.0934024      -0.198383        2.51345    8.41294e-08
   457.3       0.115193      -0.834528        2.88855     8.3532e-08
   457.4       0.232213       -1.54676        9.68665    8.29386e-08
   457.5       0.117897      -0.730566        3.25016    8.23493e-08
   457.6     -0.0959586       0.547745       -5.31772    8.17641e-08
   457.7      -0.198031       0.588998       -1.01966    8.11829e-08
   457.8      -0.263575       0.765417       -3.48639    8.06058e-08
   457.9      -0.297488       0.745901       -2.55246    8.00326e-08
     458      -0.332546       0.598446        3.27432    7.94633e-08
   458.1      -0.450558        1.58353       -5.61021     7.8898e-08
   458.2      -0.468794        2.00838       -9.62341    7.83366e-08
   458.3      -0.303427         1.4565        -5.4596     7.7779e-08
   458.4   -0.000365899       0.609334       -5.08514    7.72253e-08
